ts,pos_id,token_symbol,token_mint,token_program,is_token2022,token_extensions,exit_state,exit_reason,route_name,route_order,vsol_at_trigger,vsol_at_sell,migration_age,dex_id,pool_address,simulation_ok,simulation_error,custom_error_code,tx_sent,tx_sig,confirmed,confirm_error,jupiter_price_impact_pct,fallback_used,final_status,error_class,notes
2026-07-05T01:51:56,L1463e51,WLA,7YhDH6qgamcEXdZE4intFuuLxNeqZDfqj43BY5YJpump,,,,GRADUATED_PUMPSWAP,,PUMPSWAP_LOCAL,,,,,pumpfun,,False,,,,,False,,,,failed,pumpswap_no_pool,pool_err:pumpswap_no_pool
2026-07-05T01:53:07,L1463e51,WLA,7YhDH6qgamcEXdZE4intFuuLxNeqZDfqj43BY5YJpump,,,,GRADUATED_PUMPSWAP,,PUMPSWAP_LOCAL,,,,,pumpfun,,False,,,,,False,,,,failed,pumpswap_no_pool,pool_err:pumpswap_no_pool
2026-07-05T01:54:08,L1463e51,WLA,7YhDH6qgamcEXdZE4intFuuLxNeqZDfqj43BY5YJpump,,,,GRADUATED_PUMPSWAP,,PUMPSWAP_LOCAL,,,,,pumpfun,,False,,,,,False,,,,failed,pumpswap_no_pool,pool_err:pumpswap_no_pool
2026-07-05T01:55:08,L1463e51,WLA,7YhDH6qgamcEXdZE4intFuuLxNeqZDfqj43BY5YJpump,,,,GRADUATED_PUMPSWAP,,PUMPSWAP_LOCAL,,,,,pumpfun,,False,,,,,False,,,,failed,pumpswap_no_pool,pool_err:pumpswap_no_pool
2026-07-05T01:56:09,L1463e51,WLA,7YhDH6qgamcEXdZE4intFuuLxNeqZDfqj43BY5YJpump,,,,GRADUATED_PUMPSWAP,,PUMPSWAP_LOCAL,,,,,pumpfun,,False,,,,,False,,,,failed,pumpswap_no_pool,pool_err:pumpswap_no_pool
2026-07-05T01:57:10,L1463e51,WLA,7YhDH6qgamcEXdZE4intFuuLxNeqZDfqj43BY5YJpump,,,,GRADUATED_PUMPSWAP,,PUMPSWAP_LOCAL,,,,,pumpfun,,False,,,,,False,,,,failed,pumpswap_no_pool,pool_err:pumpswap_no_pool
2026-07-05T01:58:10,L1463e51,WLA,7YhDH6qgamcEXdZE4intFuuLxNeqZDfqj43BY5YJpump,,,,GRADUATED_PUMPSWAP,,PUMPSWAP_LOCAL,,,,,pumpfun,,False,,,,,False,,,,failed,pumpswap_no_pool,pool_err:pumpswap_no_pool
2026-07-05T01:59:11,L1463e51,WLA,7YhDH6qgamcEXdZE4intFuuLxNeqZDfqj43BY5YJpump,,,,GRADUATED_PUMPSWAP,,PUMPSWAP_LOCAL,,,,,pumpfun,,False,,,,,False,,,,failed,pumpswap_no_pool,pool_err:pumpswap_no_pool
2026-07-05T02:00:11,L1463e51,WLA,7YhDH6qgamcEXdZE4intFuuLxNeqZDfqj43BY5YJpump,,,,GRADUATED_PUMPSWAP,,PUMPSWAP_LOCAL,,,,,pumpfun,,False,,,,,False,,,,failed,pumpswap_no_pool,pool_err:pumpswap_no_pool
2026-07-05T02:01:12,L1463e51,WLA,7YhDH6qgamcEXdZE4intFuuLxNeqZDfqj43BY5YJpump,,,,GRADUATED_PUMPSWAP,,PUMPSWAP_LOCAL,,,,,pumpfun,,False,,,,,False,,,,failed,pumpswap_no_pool,pool_err:pumpswap_no_pool
2026-07-05T02:02:12,L1463e51,WLA,7YhDH6qgamcEXdZE4intFuuLxNeqZDfqj43BY5YJpump,,,,GRADUATED_PUMPSWAP,,PUMPSWAP_LOCAL,,,,,pumpfun,,False,,,,,False,,,,failed,pumpswap_no_pool,pool_err:pumpswap_no_pool
2026-07-05T02:03:13,L1463e51,WLA,7YhDH6qgamcEXdZE4intFuuLxNeqZDfqj43BY5YJpump,,,,GRADUATED_PUMPSWAP,,PUMPSWAP_LOCAL,,,,,pumpfun,,False,,,,,False,,,,failed,pumpswap_no_pool,pool_err:pumpswap_no_pool
2026-07-05T02:04:03,L872f3a7,LEAN,2dbPYPwi1LKgGpmksBUEFkptyeHRyJpKw58Xhvvypump,,,,GRADUATED_PUMPSWAP,,PUMPSWAP_LOCAL,,,,,pumpfun,,False,,,,,False,,,,failed,pumpswap_no_pool,pool_err:pumpswap_no_pool
2026-07-05T02:04:15,L1463e51,WLA,7YhDH6qgamcEXdZE4intFuuLxNeqZDfqj43BY5YJpump,,,,GRADUATED_PUMPSWAP,,PUMPSWAP_LOCAL,,,,,pumpfun,,False,,,,,False,,,,failed,pumpswap_no_pool,pool_err:pumpswap_no_pool
2026-07-05T02:05:05,L872f3a7,LEAN,2dbPYPwi1LKgGpmksBUEFkptyeHRyJpKw58Xhvvypump,,,,GRADUATED_PUMPSWAP,,PUMPSWAP_LOCAL,,,,,pumpfun,,False,,,,,False,,,,failed,pumpswap_no_pool,pool_err:pumpswap_no_pool
2026-07-05T02:05:15,L1463e51,WLA,7YhDH6qgamcEXdZE4intFuuLxNeqZDfqj43BY5YJpump,,,,GRADUATED_PUMPSWAP,,PUMPSWAP_LOCAL,,,,,pumpfun,,False,,,,,False,,,,failed,pumpswap_no_pool,pool_err:pumpswap_no_pool
2026-07-05T02:06:06,L872f3a7,LEAN,2dbPYPwi1LKgGpmksBUEFkptyeHRyJpKw58Xhvvypump,,,,GRADUATED_PUMPSWAP,,PUMPSWAP_LOCAL,,,,,pumpfun,,False,,,,,False,,,,failed,pumpswap_no_pool,pool_err:pumpswap_no_pool
2026-07-05T02:06:17,L1463e51,WLA,7YhDH6qgamcEXdZE4intFuuLxNeqZDfqj43BY5YJpump,,,,GRADUATED_PUMPSWAP,,PUMPSWAP_LOCAL,,,,,pumpfun,,False,,,,,False,,,,failed,pumpswap_no_pool,pool_err:pumpswap_no_pool
2026-07-05T02:07:07,L872f3a7,LEAN,2dbPYPwi1LKgGpmksBUEFkptyeHRyJpKw58Xhvvypump,,,,GRADUATED_PUMPSWAP,,PUMPSWAP_LOCAL,,,,,pumpfun,,False,,,,,False,,,,failed,pumpswap_no_pool,pool_err:pumpswap_no_pool
2026-07-05T02:07:17,L1463e51,WLA,7YhDH6qgamcEXdZE4intFuuLxNeqZDfqj43BY5YJpump,,,,GRADUATED_PUMPSWAP,,PUMPSWAP_LOCAL,,,,,pumpfun,,False,,,,,False,,,,failed,pumpswap_no_pool,pool_err:pumpswap_no_pool
2026-07-05T02:08:07,L872f3a7,LEAN,2dbPYPwi1LKgGpmksBUEFkptyeHRyJpKw58Xhvvypump,,,,GRADUATED_PUMPSWAP,,PUMPSWAP_LOCAL,,,,,pumpfun,,False,,,,,False,,,,failed,pumpswap_no_pool,pool_err:pumpswap_no_pool
