trace_id,pos_id,pair_id,mint,symbol,live_or_paper,started_at,finished_at,duration_sec,n_events,first_event,last_event
tr_pending_1783578335,pending,tg_BQwraEhBnZKuSVjx_1783578335,BQwraEhBnZKuSVjxFKX7Xk25GbwBsGREKyS9tK4zTiTz,BQwraEhB,unknown,2026-07-09T06:25:35.252210+00:00,2026-07-09T06:25:35.255641+00:00,0.0,4,filter_rejected,trace_finished
tr_pending_1783578379,pending,tg_XxXx2DUVPuBFa3xs_1783578379,XxXx2DUVPuBFa3xsNrGQ3fxLXdPx2Jgp4PpyH3UWjBZ,XxXx2DUV,unknown,2026-07-09T06:26:19.986501+00:00,2026-07-09T06:26:20.181416+00:00,0.19,6,trace_started,trace_finished
tr_pending_1783578380,pending,tg_GXcAHhvutpa6gmwU_1783578380,GXcAHhvutpa6gmwUVHtxg7KbYghsjNWQshKq4SinHRtQ,GXcAHhvu,unknown,2026-07-09T06:26:20.158391+00:00,2026-07-09T06:26:20.246831+00:00,0.09,6,trace_started,trace_finished
tr_pending_1783578380,pending,tg_8seWRd4Zf4TyDPrC_1783578380,8seWRd4Zf4TyDPrCnFgUrvfPGyF6FcVmcXSdpc2FFcAn,8seWRd4Z,unknown,2026-07-09T06:26:20.261060+00:00,2026-07-09T06:26:20.285733+00:00,0.02,6,trace_started,trace_finished
tr_pending_1783578380,pending,tg_6gX5J7Rmrk1e96GY_1783578380,6gX5J7Rmrk1e96GYcwqiiNWpAVRYhgx7jC1nvqgPurjd,6gX5J7Rm,unknown,2026-07-09T06:26:20.434193+00:00,2026-07-09T06:26:20.447800+00:00,0.01,6,trace_started,trace_finished
tr_pending_1783578380,pending,tg_BQwraEhBnZKuSVjx_1783578380,BQwraEhBnZKuSVjxFKX7Xk25GbwBsGREKyS9tK4zTiTz,BQwraEhB,unknown,2026-07-09T06:26:20.457342+00:00,2026-07-09T06:26:20.481406+00:00,0.02,6,trace_started,trace_finished
tr_pending_1783578425,pending,tg_GXcAHhvutpa6gmwU_1783578425,GXcAHhvutpa6gmwUVHtxg7KbYghsjNWQshKq4SinHRtQ,GXcAHhvu,unknown,2026-07-09T06:27:05.369674+00:00,2026-07-09T06:27:05.399892+00:00,0.03,6,trace_started,trace_finished
tr_pending_1783578425,pending,tg_EaKKqvAqEqUBzwZL_1783578425,EaKKqvAqEqUBzwZLtKeGszQmaGWYbixHsLXgd1792KbR,EaKKqvAq,unknown,2026-07-09T06:27:05.448946+00:00,2026-07-09T06:27:05.458221+00:00,0.01,6,trace_started,trace_finished
tr_pending_1783578425,pending,tg_8seWRd4Zf4TyDPrC_1783578425,8seWRd4Zf4TyDPrCnFgUrvfPGyF6FcVmcXSdpc2FFcAn,8seWRd4Z,unknown,2026-07-09T06:27:05.483213+00:00,2026-07-09T06:27:05.497160+00:00,0.01,6,trace_started,trace_finished
tr_pending_1783578425,pending,tg_6gX5J7Rmrk1e96GY_1783578425,6gX5J7Rmrk1e96GYcwqiiNWpAVRYhgx7jC1nvqgPurjd,6gX5J7Rm,unknown,2026-07-09T06:27:05.632733+00:00,2026-07-09T06:27:05.646299+00:00,0.01,6,trace_started,trace_finished
tr_pending_1783578425,pending,tg_BQwraEhBnZKuSVjx_1783578425,BQwraEhBnZKuSVjxFKX7Xk25GbwBsGREKyS9tK4zTiTz,BQwraEhB,unknown,2026-07-09T06:27:05.679178+00:00,2026-07-09T06:27:05.693600+00:00,0.01,6,trace_started,trace_finished
tr_pending_1783578470,pending,tg_GXcAHhvutpa6gmwU_1783578470,GXcAHhvutpa6gmwUVHtxg7KbYghsjNWQshKq4SinHRtQ,GXcAHhvu,unknown,2026-07-09T06:27:50.549431+00:00,2026-07-09T06:27:50.610589+00:00,0.06,6,trace_started,trace_finished
tr_pending_1783578470,pending,tg_8seWRd4Zf4TyDPrC_1783578470,8seWRd4Zf4TyDPrCnFgUrvfPGyF6FcVmcXSdpc2FFcAn,8seWRd4Z,unknown,2026-07-09T06:27:50.695633+00:00,2026-07-09T06:27:50.709254+00:00,0.01,6,trace_started,trace_finished
tr_pending_1783578470,pending,tg_BQwraEhBnZKuSVjx_1783578470,BQwraEhBnZKuSVjxFKX7Xk25GbwBsGREKyS9tK4zTiTz,BQwraEhB,unknown,2026-07-09T06:27:50.875261+00:00,2026-07-09T06:27:50.882944+00:00,0.01,6,trace_started,trace_finished
tr_pending_1783578515,pending,tg_wizrdHRZ15Ugfoz8_1783578515,wizrdHRZ15Ugfoz8Lrzxxwbpeg48BpPcPrvKXADzRXi,wizrdHRZ,unknown,2026-07-09T06:28:35.753154+00:00,2026-07-09T06:28:35.799917+00:00,0.05,6,trace_started,trace_finished
tr_pending_1783578515,pending,tg_8seWRd4Zf4TyDPrC_1783578515,8seWRd4Zf4TyDPrCnFgUrvfPGyF6FcVmcXSdpc2FFcAn,8seWRd4Z,unknown,2026-07-09T06:28:35.920816+00:00,2026-07-09T06:28:35.938263+00:00,0.02,6,trace_started,trace_finished
tr_pending_1783578515,pending,tg_6Dpx1n6Zouf9Ndhu_1783578515,6Dpx1n6Zouf9NdhujQ6kkvZiwkVhMPWcuVMTyRwf1KU5,6Dpx1n6Z,unknown,2026-07-09T06:28:35.989680+00:00,2026-07-09T06:28:36.077763+00:00,0.09,6,trace_started,trace_finished
tr_pending_1783578516,pending,tg_BQwraEhBnZKuSVjx_1783578516,BQwraEhBnZKuSVjxFKX7Xk25GbwBsGREKyS9tK4zTiTz,BQwraEhB,unknown,2026-07-09T06:28:36.084421+00:00,2026-07-09T06:28:36.281320+00:00,0.2,6,trace_started,trace_finished
tr_pending_1783578516,pending,tg_6gX5J7Rmrk1e96GY_1783578516,6gX5J7Rmrk1e96GYcwqiiNWpAVRYhgx7jC1nvqgPurjd,6gX5J7Rm,unknown,2026-07-09T06:28:36.575087+00:00,2026-07-09T06:28:36.773842+00:00,0.2,6,trace_started,trace_finished
tr_pending_1783578560,pending,tg_5CFANx2NLK1FJL3k_1783578560,5CFANx2NLK1FJL3k8Dxguq29fbeYX8uKfqCbhY7qoPoL,5CFANx2N,unknown,2026-07-09T06:29:20.817646+00:00,2026-07-09T06:29:20.884500+00:00,0.07,6,trace_started,trace_finished
tr_pending_1783578560,pending,tg_wizrdHRZ15Ugfoz8_1783578560,wizrdHRZ15Ugfoz8Lrzxxwbpeg48BpPcPrvKXADzRXi,wizrdHRZ,unknown,2026-07-09T06:29:20.954642+00:00,2026-07-09T06:29:20.987688+00:00,0.03,6,trace_started,trace_finished
tr_pending_1783578561,pending,tg_6Dpx1n6Zouf9Ndhu_1783578561,6Dpx1n6Zouf9NdhujQ6kkvZiwkVhMPWcuVMTyRwf1KU5,6Dpx1n6Z,unknown,2026-07-09T06:29:21.190614+00:00,2026-07-09T06:29:21.266253+00:00,0.08,6,trace_started,trace_finished
tr_pending_1783578561,pending,tg_BQwraEhBnZKuSVjx_1783578561,BQwraEhBnZKuSVjxFKX7Xk25GbwBsGREKyS9tK4zTiTz,BQwraEhB,unknown,2026-07-09T06:29:21.283561+00:00,2026-07-09T06:29:21.289690+00:00,0.01,6,trace_started,trace_finished
tr_pending_1783578561,pending,tg_6gX5J7Rmrk1e96GY_1783578561,6gX5J7Rmrk1e96GYcwqiiNWpAVRYhgx7jC1nvqgPurjd,6gX5J7Rm,unknown,2026-07-09T06:29:21.776241+00:00,2026-07-09T06:29:21.973240+00:00,0.2,6,trace_started,trace_finished
tr_pending_1783578605,pending,tg_XxXx2DUVPuBFa3xs_1783578605,XxXx2DUVPuBFa3xsNrGQ3fxLXdPx2Jgp4PpyH3UWjBZ,XxXx2DUV,unknown,2026-07-09T06:30:05.989450+00:00,2026-07-09T06:30:06.068831+00:00,0.08,6,trace_started,trace_finished
tr_pending_1783578606,pending,tg_7KWXF8dG1aKVcgrB_1783578606,7KWXF8dG1aKVcgrBu6H5vR54Dxm4wZgj3KoD7xmjQoVb,7KWXF8dG,unknown,2026-07-09T06:30:06.127547+00:00,2026-07-09T06:30:06.198078+00:00,0.07,6,trace_started,trace_finished
tr_pending_1783578606,pending,tg_GXcAHhvutpa6gmwU_1783578606,GXcAHhvutpa6gmwUVHtxg7KbYghsjNWQshKq4SinHRtQ,GXcAHhvu,unknown,2026-07-09T06:30:06.268591+00:00,2026-07-09T06:30:06.279254+00:00,0.01,6,trace_started,trace_finished
tr_pending_1783578606,pending,tg_6Dpx1n6Zouf9Ndhu_1783578606,6Dpx1n6Zouf9NdhujQ6kkvZiwkVhMPWcuVMTyRwf1KU5,6Dpx1n6Z,unknown,2026-07-09T06:30:06.393081+00:00,2026-07-09T06:30:06.445763+00:00,0.05,6,trace_started,trace_finished
tr_pending_1783578606,pending,tg_BQwraEhBnZKuSVjx_1783578606,BQwraEhBnZKuSVjxFKX7Xk25GbwBsGREKyS9tK4zTiTz,BQwraEhB,unknown,2026-07-09T06:30:06.574408+00:00,2026-07-09T06:30:06.615359+00:00,0.04,6,trace_started,trace_finished
tr_pending_1783578606,pending,tg_6gX5J7Rmrk1e96GY_1783578606,6gX5J7Rmrk1e96GYcwqiiNWpAVRYhgx7jC1nvqgPurjd,6gX5J7Rm,unknown,2026-07-09T06:30:06.975178+00:00,2026-07-09T06:30:07.177703+00:00,0.2,6,trace_started,trace_finished
tr_pending_1783578651,pending,tg_7KWXF8dG1aKVcgrB_1783578651,7KWXF8dG1aKVcgrBu6H5vR54Dxm4wZgj3KoD7xmjQoVb,7KWXF8dG,unknown,2026-07-09T06:30:51.203164+00:00,2026-07-09T06:30:51.259187+00:00,0.06,6,trace_started,trace_finished
tr_pending_1783578651,pending,tg_wizrdHRZ15Ugfoz8_1783578651,wizrdHRZ15Ugfoz8Lrzxxwbpeg48BpPcPrvKXADzRXi,wizrdHRZ,unknown,2026-07-09T06:30:51.284504+00:00,2026-07-09T06:30:51.353003+00:00,0.07,6,trace_started,trace_finished
tr_pending_1783578651,pending,tg_6Dpx1n6Zouf9Ndhu_1783578651,6Dpx1n6Zouf9NdhujQ6kkvZiwkVhMPWcuVMTyRwf1KU5,6Dpx1n6Z,unknown,2026-07-09T06:30:51.616948+00:00,2026-07-09T06:30:51.724517+00:00,0.11,6,trace_started,trace_finished
tr_pending_1783578651,pending,tg_BQwraEhBnZKuSVjx_1783578651,BQwraEhBnZKuSVjxFKX7Xk25GbwBsGREKyS9tK4zTiTz,BQwraEhB,unknown,2026-07-09T06:30:51.833518+00:00,2026-07-09T06:30:52.022828+00:00,0.19,6,trace_started,trace_finished
tr_pending_1783578652,pending,tg_6gX5J7Rmrk1e96GY_1783578652,6gX5J7Rmrk1e96GYcwqiiNWpAVRYhgx7jC1nvqgPurjd,6gX5J7Rm,unknown,2026-07-09T06:30:52.180504+00:00,2026-07-09T06:30:52.375575+00:00,0.2,6,trace_started,trace_finished
tr_pending_1783579903,pending,tg_67qf3yxBYd8FGDuw_1783579903,67qf3yxBYd8FGDuwBTmvrVNwxhiUtpeWDhjwmd5hDAFd,67qf3yxB,unknown,2026-07-09T06:51:43.324048+00:00,2026-07-09T06:51:43.899683+00:00,0.58,12,trace_started,trace_finished
tr_pending_1783579903,pending,tg_AaZvkVSGSzrfJ6zp_1783579903,AaZvkVSGSzrfJ6zpUq58QfwFHTpEBWUa1nou7vA9Qjs1,AaZvkVSG,unknown,2026-07-09T06:51:43.901824+00:00,2026-07-09T06:51:44.041271+00:00,0.14,6,trace_started,trace_finished
tr_pending_1783579904,pending,tg_2hub1XhTM6ziygaM_1783579904,2hub1XhTM6ziygaM2kE36dinn4EqoR9J8yE2ZrhUvAhi,2hub1XhT,unknown,2026-07-09T06:51:44.151228+00:00,2026-07-09T06:51:44.265789+00:00,0.11,6,trace_started,trace_finished
tr_pending_1783579904,pending,tg_2tAVoJdPBRDvbRDw_1783579904,2tAVoJdPBRDvbRDwY8NdEVtkSSF4tcXpAX4W8jfTH85Y,2tAVoJdP,unknown,2026-07-09T06:51:44.268046+00:00,2026-07-09T06:51:44.285882+00:00,0.02,6,trace_started,trace_finished
tr_pending_1783579904,pending,tg_CgaA9a1JwAXJyfHu_1783579904,CgaA9a1JwAXJyfHuvZ7VW8YfTVRkdiT5mjBBSKcg7Rz5,CgaA9a1J,unknown,2026-07-09T06:51:44.287865+00:00,2026-07-09T06:51:44.324209+00:00,0.04,6,trace_started,trace_finished
tr_pending_1783579949,pending,tg_CQervCdE3WAUGRma_1783579949,CQervCdE3WAUGRmaTj9NHdbNrNGVsxJb68t3QggcntM2,CQervCdE,unknown,2026-07-09T06:52:29.140734+00:00,2026-07-09T06:52:29.222165+00:00,0.08,6,trace_started,trace_finished
tr_pending_1783579949,pending,tg_8YgSb4D9fgCu45Lq_1783579949,8YgSb4D9fgCu45LqMPvjNmKKeDhmC1hrz9Qaez6ERz4g,8YgSb4D9,unknown,2026-07-09T06:52:29.288041+00:00,2026-07-09T06:52:29.324174+00:00,0.04,6,trace_started,trace_finished
tr_pending_1783579949,pending,tg_2hub1XhTM6ziygaM_1783579949,2hub1XhTM6ziygaM2kE36dinn4EqoR9J8yE2ZrhUvAhi,2hub1XhT,unknown,2026-07-09T06:52:29.336932+00:00,2026-07-09T06:52:29.347675+00:00,0.01,6,trace_started,trace_finished
tr_pending_1783579949,pending,tg_CgaA9a1JwAXJyfHu_1783579949,CgaA9a1JwAXJyfHuvZ7VW8YfTVRkdiT5mjBBSKcg7Rz5,CgaA9a1J,unknown,2026-07-09T06:52:29.361616+00:00,2026-07-09T06:52:29.459846+00:00,0.1,6,trace_started,trace_finished
tr_pending_1783579949,pending,tg_2tAVoJdPBRDvbRDw_1783579949,2tAVoJdPBRDvbRDwY8NdEVtkSSF4tcXpAX4W8jfTH85Y,2tAVoJdP,unknown,2026-07-09T06:52:29.463720+00:00,2026-07-09T06:52:29.467894+00:00,0.0,6,alert_parsed,trace_finished
tr_pending_1783579994,pending,tg_AaZvkVSGSzrfJ6zp_1783579994,AaZvkVSGSzrfJ6zpUq58QfwFHTpEBWUa1nou7vA9Qjs1,AaZvkVSG,unknown,2026-07-09T06:53:14.349179+00:00,2026-07-09T06:53:14.434884+00:00,0.09,6,trace_started,trace_finished
tr_pending_1783579994,pending,tg_BsvjGudtAhqR5Yyi_1783579994,BsvjGudtAhqR5YyiZ129KwQK2tugm6u78XvgULAJpTic,BsvjGudt,unknown,2026-07-09T06:53:14.471943+00:00,2026-07-09T06:53:14.501139+00:00,0.03,9,alert_received,trace_finished
tr_pending_1783579994,pending,tg_2hub1XhTM6ziygaM_1783579994,2hub1XhTM6ziygaM2kE36dinn4EqoR9J8yE2ZrhUvAhi,2hub1XhT,unknown,2026-07-09T06:53:14.534320+00:00,2026-07-09T06:53:14.555687+00:00,0.02,6,trace_started,trace_finished
tr_pending_1783579994,pending,tg_2tAVoJdPBRDvbRDw_1783579994,2tAVoJdPBRDvbRDwY8NdEVtkSSF4tcXpAX4W8jfTH85Y,2tAVoJdP,unknown,2026-07-09T06:53:14.657551+00:00,2026-07-09T06:53:14.674136+00:00,0.02,6,trace_started,trace_finished
tr_pending_1783580039,pending,tg_AaZvkVSGSzrfJ6zp_1783580039,AaZvkVSGSzrfJ6zpUq58QfwFHTpEBWUa1nou7vA9Qjs1,AaZvkVSG,unknown,2026-07-09T06:53:59.560270+00:00,2026-07-09T06:53:59.613040+00:00,0.05,6,trace_started,trace_finished
tr_pending_1783580039,pending,tg_2hub1XhTM6ziygaM_1783580039,2hub1XhTM6ziygaM2kE36dinn4EqoR9J8yE2ZrhUvAhi,2hub1XhT,unknown,2026-07-09T06:53:59.726896+00:00,2026-07-09T06:53:59.731675+00:00,0.0,6,alert_parsed,trace_finished
tr_pending_1783580039,pending,tg_2tAVoJdPBRDvbRDw_1783580039,2tAVoJdPBRDvbRDwY8NdEVtkSSF4tcXpAX4W8jfTH85Y,2tAVoJdP,unknown,2026-07-09T06:53:59.868543+00:00,2026-07-09T06:53:59.881004+00:00,0.01,6,alert_parsed,trace_finished
tr_pending_1783580084,pending,tg_AaZvkVSGSzrfJ6zp_1783580084,AaZvkVSGSzrfJ6zpUq58QfwFHTpEBWUa1nou7vA9Qjs1,AaZvkVSG,unknown,2026-07-09T06:54:44.775383+00:00,2026-07-09T06:54:44.817654+00:00,0.04,6,trace_started,trace_finished
tr_pending_1783580084,pending,tg_2hub1XhTM6ziygaM_1783580084,2hub1XhTM6ziygaM2kE36dinn4EqoR9J8yE2ZrhUvAhi,2hub1XhT,unknown,2026-07-09T06:54:44.947425+00:00,2026-07-09T06:54:44.967384+00:00,0.02,10,trace_started,trace_finished
tr_pending_1783580084,pending,tg_2hub1XhTM6ziygaM_1783580084,2hub1XhTM6ziygaM2kE36dinn4EqoR9J8yE2ZrhUvAhi,2hub1XhT,unknown,2026-07-09T06:54:44.947425+00:00,2026-07-09T06:54:44.967756+00:00,0.02,11,trace_started,trace_finished
tr_pending_1783580085,pending,tg_BsvjGudtAhqR5Yyi_1783580085,BsvjGudtAhqR5YyiZ129KwQK2tugm6u78XvgULAJpTic,BsvjGudt,unknown,2026-07-09T06:54:45.054103+00:00,2026-07-09T06:54:45.078206+00:00,0.02,6,trace_started,trace_finished
tr_pending_1783580085,pending,tg_2tAVoJdPBRDvbRDw_1783580085,2tAVoJdPBRDvbRDwY8NdEVtkSSF4tcXpAX4W8jfTH85Y,2tAVoJdP,unknown,2026-07-09T06:54:45.087738+00:00,2026-07-09T06:54:45.110502+00:00,0.02,6,trace_started,trace_finished
tr_pending_1783580129,pending,tg_69z4qTgQ5DBRTJvn_1783580129,69z4qTgQ5DBRTJvnQzx2h8jZhNsv5UgADotEwwKUm2JS,69z4qTgQ,unknown,2026-07-09T06:55:29.972627+00:00,2026-07-09T06:55:30.026228+00:00,0.05,9,alert_received,trace_finished
tr_pending_1783580130,pending,tg_BsvjGudtAhqR5Yyi_1783580130,BsvjGudtAhqR5YyiZ129KwQK2tugm6u78XvgULAJpTic,BsvjGudt,unknown,2026-07-09T06:55:30.112652+00:00,2026-07-09T06:55:30.257922+00:00,0.15,6,trace_started,trace_finished
tr_pending_1783580130,pending,tg_2tAVoJdPBRDvbRDw_1783580130,2tAVoJdPBRDvbRDwY8NdEVtkSSF4tcXpAX4W8jfTH85Y,2tAVoJdP,unknown,2026-07-09T06:55:30.285344+00:00,2026-07-09T06:55:30.437384+00:00,0.15,6,trace_started,trace_finished
tr_pending_1783580175,pending,tg_CQervCdE3WAUGRma_1783580175,CQervCdE3WAUGRmaTj9NHdbNrNGVsxJb68t3QggcntM2,CQervCdE,unknown,2026-07-09T06:56:15.199418+00:00,2026-07-09T06:56:15.219432+00:00,0.02,6,trace_started,trace_finished
tr_pending_1783580175,pending,tg_CgaA9a1JwAXJyfHu_1783580175,CgaA9a1JwAXJyfHuvZ7VW8YfTVRkdiT5mjBBSKcg7Rz5,CgaA9a1J,unknown,2026-07-09T06:56:15.265828+00:00,2026-07-09T06:56:15.291252+00:00,0.03,6,trace_started,trace_finished
tr_pending_1783580175,pending,tg_BsvjGudtAhqR5Yyi_1783580175,BsvjGudtAhqR5YyiZ129KwQK2tugm6u78XvgULAJpTic,BsvjGudt,unknown,2026-07-09T06:56:15.440222+00:00,2026-07-09T06:56:15.442141+00:00,0.0,3,filter_rejected,trace_finished
tr_pending_1783580175,pending,tg_2tAVoJdPBRDvbRDw_1783580175,2tAVoJdPBRDvbRDwY8NdEVtkSSF4tcXpAX4W8jfTH85Y,2tAVoJdP,unknown,2026-07-09T06:56:15.474812+00:00,2026-07-09T06:56:15.629300+00:00,0.15,6,trace_started,trace_finished
tr_pending_1783580220,pending,tg_CQervCdE3WAUGRma_1783580220,CQervCdE3WAUGRmaTj9NHdbNrNGVsxJb68t3QggcntM2,CQervCdE,unknown,2026-07-09T06:57:00.386232+00:00,2026-07-09T06:57:00.401366+00:00,0.02,6,trace_started,trace_finished
tr_pending_1783580220,pending,tg_CgaA9a1JwAXJyfHu_1783580220,CgaA9a1JwAXJyfHuvZ7VW8YfTVRkdiT5mjBBSKcg7Rz5,CgaA9a1J,unknown,2026-07-09T06:57:00.458075+00:00,2026-07-09T06:57:00.496396+00:00,0.04,6,trace_started,trace_finished
tr_pending_1783580220,pending,tg_BsvjGudtAhqR5Yyi_1783580220,BsvjGudtAhqR5YyiZ129KwQK2tugm6u78XvgULAJpTic,BsvjGudt,unknown,2026-07-09T06:57:00.631360+00:00,2026-07-09T06:57:00.655102+00:00,0.02,9,trace_started,trace_finished
tr_pending_1783580220,pending,tg_2tAVoJdPBRDvbRDw_1783580220,2tAVoJdPBRDvbRDwY8NdEVtkSSF4tcXpAX4W8jfTH85Y,2tAVoJdP,unknown,2026-07-09T06:57:00.672743+00:00,2026-07-09T06:57:00.840592+00:00,0.17,6,trace_started,trace_finished
tr_pending_1783580265,pending,tg_69z4qTgQ5DBRTJvn_1783580265,69z4qTgQ5DBRTJvnQzx2h8jZhNsv5UgADotEwwKUm2JS,69z4qTgQ,unknown,2026-07-09T06:57:45.573490+00:00,2026-07-09T06:57:45.601914+00:00,0.03,6,trace_started,trace_finished
tr_pending_1783580265,pending,tg_2hub1XhTM6ziygaM_1783580265,2hub1XhTM6ziygaM2kE36dinn4EqoR9J8yE2ZrhUvAhi,2hub1XhT,unknown,2026-07-09T06:57:45.663869+00:00,2026-07-09T06:57:45.719063+00:00,0.06,7,alert_received,trace_finished
tr_pending_1783580265,pending,tg_2tAVoJdPBRDvbRDw_1783580265,2tAVoJdPBRDvbRDwY8NdEVtkSSF4tcXpAX4W8jfTH85Y,2tAVoJdP,unknown,2026-07-09T06:57:45.865251+00:00,2026-07-09T06:57:45.879671+00:00,0.01,6,trace_started,trace_finished
tr_pending_1783581703,pending,tg_4sAUSQFdvWRBxR8U_1783581703,4sAUSQFdvWRBxR8UoLBYbw8CcXuwXWxnN8pXa4mtm5nU,4sAUSQFd,unknown,2026-07-09T07:21:43.583463+00:00,2026-07-09T07:21:44.132710+00:00,0.55,8,trace_started,trace_finished
tr_pending_1783581704,pending,tg_7BG2t1jUXMDFuXH7_1783581704,7BG2t1jUXMDFuXH72s7RLixscDqGBqzVTT8cN5QqfEUu,7BG2t1jU,unknown,2026-07-09T07:21:44.247503+00:00,2026-07-09T07:21:44.249477+00:00,0.0,3,filter_rejected,trace_finished
tr_pending_1783581704,pending,tg_EzbeF2bADKo6GutJ_1783581704,EzbeF2bADKo6GutJyWmgodyGJFeBPhcrXSdZUXPX5WGc,EzbeF2bA,unknown,2026-07-09T07:21:44.253484+00:00,2026-07-09T07:21:44.335341+00:00,0.08,6,trace_started,trace_finished
tr_pending_1783581704,pending,tg_5CFANx2NLK1FJL3k_1783581704,5CFANx2NLK1FJL3k8Dxguq29fbeYX8uKfqCbhY7qoPoL,5CFANx2N,unknown,2026-07-09T07:21:44.361671+00:00,2026-07-09T07:21:44.434844+00:00,0.07,6,trace_started,trace_finished
tr_pending_1783581704,pending,tg_BwsssbBkpKaARBWh_1783581704,BwsssbBkpKaARBWhrBGbQhSRtizNLzAb8MpUnJeC8FbH,BwsssbBk,unknown,2026-07-09T07:21:44.436008+00:00,2026-07-09T07:21:44.449769+00:00,0.01,6,trace_started,trace_finished
tr_pending_1783581704,pending,tg_5f5LEyqTvypZdZwT_1783581704,5f5LEyqTvypZdZwTG5uhTQFro9RaLBV4DLNhLMqfXdsW,5f5LEyqT,unknown,2026-07-09T07:21:44.451071+00:00,2026-07-09T07:21:44.555081+00:00,0.1,6,trace_started,trace_finished
tr_pending_1783581749,pending,tg_4sAUSQFdvWRBxR8U_1783581749,4sAUSQFdvWRBxR8UoLBYbw8CcXuwXWxnN8pXa4mtm5nU,4sAUSQFd,unknown,2026-07-09T07:22:29.361930+00:00,2026-07-09T07:22:29.379616+00:00,0.02,6,trace_started,trace_finished
tr_pending_1783581749,pending,tg_Ryun84Dr9q69QVGN_1783581749,Ryun84Dr9q69QVGN6orWyk4bnxYKSHNx3LWDJpixXJE,Ryun84Dr,unknown,2026-07-09T07:22:29.438474+00:00,2026-07-09T07:22:29.440235+00:00,0.0,6,trace_started,trace_finished
tr_pending_1783581749,pending,tg_5CFANx2NLK1FJL3k_1783581749,5CFANx2NLK1FJL3k8Dxguq29fbeYX8uKfqCbhY7qoPoL,5CFANx2N,unknown,2026-07-09T07:22:29.557850+00:00,2026-07-09T07:22:29.622634+00:00,0.06,6,trace_started,trace_finished
tr_pending_1783581749,pending,tg_BwsssbBkpKaARBWh_1783581749,BwsssbBkpKaARBWhrBGbQhSRtizNLzAb8MpUnJeC8FbH,BwsssbBk,unknown,2026-07-09T07:22:29.645355+00:00,2026-07-09T07:22:29.679948+00:00,0.03,8,trace_started,trace_finished
tr_pending_1783581794,pending,tg_DGjmruWZKR97h8z2_1783581794,DGjmruWZKR97h8z27bUiswBkRpJUoQWwwHYt6DeGtX2F,DGjmruWZ,unknown,2026-07-09T07:23:14.442551+00:00,2026-07-09T07:23:14.466926+00:00,0.02,7,alert_received,trace_finished
tr_pending_1783581794,pending,tg_4sAUSQFdvWRBxR8U_1783581794,4sAUSQFdvWRBxR8UoLBYbw8CcXuwXWxnN8pXa4mtm5nU,4sAUSQFd,unknown,2026-07-09T07:23:14.681699+00:00,2026-07-09T07:23:14.694158+00:00,0.01,6,trace_started,trace_finished
tr_pending_1783581794,pending,tg_5CFANx2NLK1FJL3k_1783581794,5CFANx2NLK1FJL3k8Dxguq29fbeYX8uKfqCbhY7qoPoL,5CFANx2N,unknown,2026-07-09T07:23:14.738684+00:00,2026-07-09T07:23:14.754327+00:00,0.02,6,trace_started,trace_finished
tr_pending_1783581794,pending,tg_BwsssbBkpKaARBWh_1783581794,BwsssbBkpKaARBWhrBGbQhSRtizNLzAb8MpUnJeC8FbH,BwsssbBk,unknown,2026-07-09T07:23:14.855529+00:00,2026-07-09T07:23:14.919253+00:00,0.06,6,trace_started,trace_finished
tr_pending_1783581839,pending,tg_9f5ywdCDA4QhSktB_1783581839,9f5ywdCDA4QhSktBomozpHmZfSLqS6J9VqCrRehYWh1p,9f5ywdCD,unknown,2026-07-09T07:23:59.017344+00:00,2026-07-09T07:23:59.209125+00:00,0.19,11,alert_received,trace_finished
tr_pending_1783581839,pending,tg_2tAVoJdPBRDvbRDw_1783581839,2tAVoJdPBRDvbRDwY8NdEVtkSSF4tcXpAX4W8jfTH85Y,2tAVoJdP,unknown,2026-07-09T07:23:59.211783+00:00,2026-07-09T07:23:59.229043+00:00,0.02,6,trace_started,trace_finished
tr_pending_1783581839,pending,tg_HT5EVAzfn1CzBqbW_1783581839,HT5EVAzfn1CzBqbWtVKcC9CRdexcemactNQNt7tM7rSc,HT5EVAzf,unknown,2026-07-09T07:23:59.230502+00:00,2026-07-09T07:23:59.292335+00:00,0.06,6,trace_started,trace_finished
tr_pending_1783581839,pending,tg_41rJ7QTZ9gjfE9nP_1783581839,41rJ7QTZ9gjfE9nPHyPowZ2kTg8KmPCuzWG5v4CaistD,41rJ7QTZ,unknown,2026-07-09T07:23:59.293642+00:00,2026-07-09T07:23:59.432782+00:00,0.14,6,trace_started,trace_finished
tr_pending_1783581839,pending,tg_XxXx2DUVPuBFa3xs_1783581839,XxXx2DUVPuBFa3xsNrGQ3fxLXdPx2Jgp4PpyH3UWjBZ,XxXx2DUV,unknown,2026-07-09T07:23:59.434532+00:00,2026-07-09T07:23:59.445788+00:00,0.01,6,trace_started,trace_finished
tr_pending_1783581839,pending,tg_7BG2t1jUXMDFuXH7_1783581839,7BG2t1jUXMDFuXH72s7RLixscDqGBqzVTT8cN5QqfEUu,7BG2t1jU,unknown,2026-07-09T07:23:59.485285+00:00,2026-07-09T07:23:59.509665+00:00,0.02,7,alert_received,trace_finished
